MAKE,Model,Version,Año,Header Description,Body Style,Transmission,Número de Puertas,Cab Type,Driven Wheels,MSRP,Photo Path,VehicleID,Asientos delanteros con ventilación (conductor / pasajero),Tipo de Hybrid,Pantalla táctil,Integración móvil para Apple CarPlay,Rieles de techo,Quemacocos delantero,Seguros eléctricos en las puertas,Ventanas eléctricas (adelante / atrás),Volante eléctrico ajustable,Asistente de estacionamiento frontal,Plug-in,Aire acondicionado,Precio de transacción,Preparación para remolque,Apertura remota del maletero/puerta posterior,Ruedas traseras,Bolsas de aire laterales tipo cortina (adelante / de adelante h,Capacidad de asientos,Zonas con control del clima,Enchufe de carga,Enchufe de 12V (adelante / atrás / zona de carga),Asientos delanteros con calefacción (conductor / pasajero),Techo corredizo delantero,Control de estabilidad,Cámara de punto ciego,Caballos de fuerza,Bolsas de aire delanteras (conductor / pasajero),Sistema de alerta de colisión,Limpiaparabrisas con sensores de lluvia,Bocinas,Llave inteligente,ABS,Tracción,Asistente de estacionamiento trasero,"Tapizado adicional de asiento ",Combinado (km/l),Control eléctrico de tracción,Integración móvil para Android Auto,Bolsas de aire para las rodillas (conductor / pasajero),Tipo,Faros delanteros,Ruedas delanteras,Cierre automático del maletero/puerta posterior,Control de frenado en curvas,Modo de manejo de dirección,Motor,Bolsas de aire antisumergimiento (atrás / tercera fila),Cámara con vista envolvente,Luces antiniebla delanteras,Tercera fila de asientos,Bolsas de aire laterales (adelante / atrás / tercera fila),"Cámara de punto ciego ",Sensor de advertencia del punto ciego,Control automático de la velocidad,Longitud (mm),Tipo de combustible,Enganche de remolque
Porsche,718,4.0 Cayman GT4 RS,2024,Porsche 718 4.0 Cayman GT4 RS,Coupe,Automático,3,No disponible,RWD,3028000.0,/SSCMEX/PORSCHE/718/2024/3CO.JPG,830075520240104,No Disponible / No Disponible,No disponible,Estándar,Estándar,No Disponible,No Disponible,Estándar,Estándar / No Disponible,Estándar,"No Disponible ",No Disponible,Estándar,3028000.00,No disponible,Estándar,"20"" Aluminio, Opcional 20x11.0"" Aluminio",null,2,Dos,null,Opcional / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Porsche Stability Management (PSM), Estándar ",null,500,Estándar / Opcional,"No Disponible ",No disponible,No disponible,No Disponible,Estándar,trasera,Opcional Visualización De Guía,"Opcional Alcantara, Opcional Piel",No disponible,No disponible,No Disponible,No Disponible / No Disponible,Automático,Led Porsche Dynamic Light System Plus (PDLS Plus),"20"" Aluminio, Opcional 20x8.5"" Aluminio","No Disponible ",No Disponible,No disponible,4.0L Horizontal6,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / Estándar / No Disponible,No Disponible,No Disponible,"Estándar ",4456,Gasolina Premium,No Disponible
Porsche,718,Cayman Style Edition,2024,Porsche 718 Cayman Style Edition,Coupe,Automático,3,No disponible,RWD,1548000.0,/SSCMEX/PORSCHE/718/2024/3CO.JPG,837026520240104,Opcional / Opcional,No disponible,Estándar,Estándar,No Disponible,No Disponible,Opcional,Estándar / No Disponible,Estándar,"No Disponible ",No Disponible,Estándar,1548000.00,No disponible,Estándar,"20"" Aluminio, Opcional 20x10.0"" Aluminio, Opcional 20x10.5"" Aluminio",null,2,Dos,null,Opcional / No Disponible / No Disponible,Estándar / Estándar,No disponible,"Porsche Stability Management (PSM), Estándar ",null,300,Estándar / Opcional,"No Disponible ",No disponible,No disponible,"Opcional, Keyless Go , Opcional Porsche Entry & Drive ",Estándar,trasera,"No Disponible ","Opcional Piel, Opcional Cuero Premium",No disponible,No disponible,No Disponible,No Disponible / No Disponible,Automático,"Opcional Bi-xenón , Opcional Led ","20"" Aluminio, Opcional 20x8.0"" Aluminio, Opcional 20x8.5"" Aluminio","No Disponible ",No Disponible,No disponible,2.0L Horizontal4,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,Opcional,"Opcional ",4379,Gasolina Premium,No Disponible
Porsche,718,Spyder RS,2024,Porsche 718 Spyder RS,Convertible,Automático,2,No disponible,RWD,3028000.0,/SSCMEX/PORSCHE/718/2024/2CA.JPG,837758620240104,No Disponible / No Disponible,No disponible,Estándar,Estándar,No Disponible,No Disponible,Estándar,Estándar / No Disponible,Estándar,"No Disponible ",No Disponible,Estándar,3028000.00,No disponible,Estándar,"20"" Aluminio, Opcional 20x11.0"" Aluminio",null,2,Dos,null,Opcional / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Estándar ",null,500,Estándar / Opcional,"No Disponible ",No disponible,No disponible,No Disponible,Estándar,trasera,Opcional Visualización De Guía,"Opcional Piel, Opcional Alcantara",No disponible,No disponible,No Disponible,No Disponible / No Disponible,Automático,"Bi-xenón ","20"" Aluminio, Opcional 20x8.5"" Aluminio","No Disponible ",No Disponible,No disponible,4.0L Horizontal6,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,No Disponible,"No Disponible ",4418,Gasolina Premium,No Disponible
Porsche,718,Boxster GTS 4.0,2024,Porsche 718 Boxster GTS 4.0,Convertible,Automático,2,No disponible,RWD,1848000.0,/SSCMEX/PORSCHE/718/2024/2CA.JPG,822516520240104,Opcional / Opcional,No disponible,Estándar,Estándar,No Disponible,No Disponible,Opcional,Estándar / No Disponible,Estándar,"No Disponible ",No Disponible,Estándar,1848000.00,No disponible,Estándar,"20"" Aluminio, Opcional 20x10.5"" Aluminio",null,2,Dos,null,Opcional / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Porsche Stability Management (PSM), Estándar ",null,400,Estándar / Opcional,"No Disponible ",No disponible,No disponible,"Opcional, Keyless Go , Opcional Porsche Entry & Drive ",Estándar,trasera,"No Disponible ","Opcional Cuero Premium, Opcional Alcantara, Opcional Piel",10.6,No disponible,No Disponible,No Disponible / No Disponible,Automático,Led Porsche Dynamic Light System Plus (PDLS Plus),"20"" Aluminio, Opcional 20x8.5"" Aluminio","No Disponible ",No Disponible,No disponible,4.0L Horizontal6,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,Opcional,"Opcional ",4391,Gasolina Premium,No Disponible
Porsche,718,Cayman GTS 4.0,2024,Porsche 718 Cayman GTS 4.0,Coupe,Automático,3,No disponible,RWD,1798000.0,/SSCMEX/PORSCHE/718/2024/3CO.JPG,822516420240104,Opcional / Opcional,No disponible,Estándar,Estándar,No Disponible,No Disponible,Opcional,Estándar / No Disponible,Estándar,"No Disponible ",No Disponible,Estándar,1798000.00,No disponible,Estándar,"20"" Aluminio, Opcional 20x10.5"" Aluminio",null,2,Dos,null,Opcional / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Porsche Stability Management (PSM), Estándar ",null,400,Estándar / Opcional,"No Disponible ",No disponible,No disponible,"Opcional, Keyless Go , Opcional Porsche Entry & Drive ",Estándar,trasera,"No Disponible ","Opcional Cuero Premium, Opcional Piel, Opcional Alcantara",10.6,No disponible,No Disponible,No Disponible / No Disponible,Automático,Led Porsche Dynamic Light System Plus (PDLS Plus),"20"" Aluminio, Opcional 20x8.5"" Aluminio","No Disponible ",No Disponible,No disponible,4.0L Horizontal6,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,Opcional,"Opcional ",4405,Gasolina Premium,No Disponible
Porsche,718,Cayman GTS 4.0,2025,Porsche 718 Cayman GTS 4.0,Coupe,Automático,3,No disponible,RWD,1858000.0,/SSCMEX/PORSCHE/718/2025/3CO.JPG,822516420240624,Opcional / Opcional,No disponible,Estándar,Estándar,No Disponible,No Disponible,Opcional,Estándar / No Disponible,Estándar,"No Disponible ",No Disponible,Estándar,1858000.00,No disponible,No Disponible,"20"" Aluminio, Opcional 20x10.5"" Aluminio",null,2,Dos,null,Opcional / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Estándar ",null,400,Estándar / Opcional,"No Disponible ",No disponible,No disponible,"Opcional Porsche Entry & Drive , Opcional",Estándar,trasera,"No Disponible ","Opcional Piel, Opcional Alcantara, Opcional Cuero Premium",10.6,No disponible,No Disponible,No Disponible / No Disponible,Automático,"Led ","20"" Aluminio, Opcional 20x8.5"" Aluminio","No Disponible ",No Disponible,No disponible,4.0L Horizontal6,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,Opcional,"Opcional ",4405,Gasolina Premium,No Disponible
Porsche,718,Boxster GTS 4.0,2025,Porsche 718 Boxster GTS 4.0,Convertible,Automático,2,No disponible,RWD,1908000.0,/SSCMEX/PORSCHE/718/2025/2CA.JPG,822516520240624,Opcional / Opcional,No disponible,Estándar,Estándar,No Disponible,No Disponible,Opcional,Estándar / No Disponible,Estándar,"No Disponible ",No Disponible,Estándar,1908000.00,No disponible,No Disponible,"20"" Aluminio, Opcional 20x10.5"" Aluminio",null,2,Dos,null,Opcional / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Estándar ",null,400,Estándar / Opcional,"No Disponible ",No disponible,No disponible,"Opcional Porsche Entry & Drive , Opcional",Estándar,trasera,"No Disponible ","Opcional Cuero Premium, Opcional Piel, Opcional Alcantara",10.6,No disponible,No Disponible,No Disponible / No Disponible,Automático,"Led ","20"" Aluminio, Opcional 20x8.5"" Aluminio","No Disponible ",No Disponible,No disponible,4.0L Horizontal6,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,Opcional,"Opcional ",4391,Gasolina Premium,No Disponible
Porsche,718,Spyder RS,2025,Porsche 718 Spyder RS,Convertible,Automático,2,No disponible,RWD,3158000.0,/SSCMEX/PORSCHE/718/2025/2CA.JPG,837758620240624,No Disponible / No Disponible,No disponible,Estándar,Estándar,No Disponible,No Disponible,Estándar,Estándar / No Disponible,Estándar,"No Disponible ",No Disponible,Estándar,3158000.00,No disponible,No Disponible,"20"" Aluminio, Opcional 20x11.0"" Aluminio",null,2,Dos,null,Opcional / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Estándar ",null,500,Estándar / Opcional,"No Disponible ",No disponible,No disponible,No Disponible,Estándar,trasera,Opcional Visualización De Guía,"Opcional Piel, Opcional Alcantara",No disponible,No disponible,No Disponible,No Disponible / No Disponible,Automático,"Bi-xenón ","20"" Aluminio, Opcional 20x8.5"" Aluminio","No Disponible ",No Disponible,No disponible,4.0L Horizontal6,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,No Disponible,"No Disponible ",4418,Gasolina Premium,No Disponible
Porsche,718,Cayman Style Edition,2025,Porsche 718 Cayman Style Edition,Coupe,Automático,3,No disponible,RWD,1548000.0,/SSCMEX/PORSCHE/718/2025/3CO.JPG,837026520240624,Opcional / Opcional,No disponible,Estándar,Estándar,No Disponible,No Disponible,Opcional,Estándar / No Disponible,Estándar,"No Disponible ",No Disponible,Estándar,1548000.00,No disponible,No Disponible,"20"" Aluminio, Opcional 20x10.0"" Aluminio, Opcional 20x10.5"" Aluminio",null,2,Dos,null,Opcional / No Disponible / No Disponible,Estándar / Estándar,No disponible,"Estándar ",null,300,Estándar / Opcional,"No Disponible ",No disponible,No disponible,"Opcional Porsche Entry & Drive , Opcional",Estándar,trasera,"No Disponible ","Opcional Piel, Opcional Cuero Premium",No disponible,No disponible,No Disponible,No Disponible / No Disponible,Automático,"Opcional Bi-xenón , Opcional Led ","20"" Aluminio, Opcional 20x8.0"" Aluminio, Opcional 20x8.5"" Aluminio","No Disponible ",No Disponible,No disponible,2.0L Horizontal4,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,Opcional,"Opcional ",4379,Gasolina Premium,No Disponible
Porsche,718,4.0 Cayman GT4 RS,2025,Porsche 718 4.0 Cayman GT4 RS,Coupe,Automático,3,No disponible,RWD,3158000.0,/SSCMEX/PORSCHE/718/2025/3CO.JPG,830075520240624,No Disponible / No Disponible,No disponible,Estándar,Estándar,No Disponible,No Disponible,Estándar,Estándar / No Disponible,Estándar,"No Disponible ",No Disponible,Estándar,3158000.00,No disponible,No Disponible,"20"" Aluminio, Opcional 20x11.0"" Aluminio",null,2,Dos,null,Opcional / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Estándar ",null,500,Estándar / Opcional,"No Disponible ",No disponible,No disponible,No Disponible,Estándar,trasera,Opcional Visualización De Guía,"Opcional Alcantara, Opcional Piel",No disponible,No disponible,No Disponible,No Disponible / No Disponible,Automático,"Led ","20"" Aluminio, Opcional 20x8.5"" Aluminio","No Disponible ",No Disponible,No disponible,4.0L Horizontal6,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / Estándar / No Disponible,No Disponible,No Disponible,"Estándar ",4456,Gasolina Premium,No Disponible
Porsche,911,50 Años Turbo,2025,Porsche 911 50 Años Turbo,Coupe,Automático,2,No disponible,4WD,4998000.0,/SSCMEX/PORSCHE/911/2025/2CO-4.JPG,844980020240923,Opcional / Opcional,No disponible,Estándar,Estándar,No Disponible,Opcional,Estándar,Estándar / No Disponible,Estándar,"No Disponible ",No Disponible,Estándar,4998000.00,No disponible,No Disponible,"21"" Aluminio, Opcional 21x12.0"" Aluminio",null,4,Dos,null,Estándar / No Disponible / No Disponible,Estándar / Estándar,No disponible,"Estándar ",null,650,Estándar / Estándar,"Opcional ",No disponible,No disponible,Estándar,Estándar,4x4,Opcional Visualización De Guía,Piel,8.7,No disponible,No Disponible,No Disponible / No Disponible,Automático,"Led ","20"" Aluminio, Opcional 20x9.5"" Aluminio","No Disponible ",No Disponible,No disponible,3.7L Horizontal6,No Disponible / No Disponible,"Opcional ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,Opcional,"Opcional ",4535,Gasolina Premium,No Disponible
Porsche,911,Turbo S PDK,2024,Porsche 911 Turbo S PDK,Convertible,Automático,2,No disponible,4WD,4518000.0,/SSCMEX/PORSCHE/911/2024/2CO-4.JPG,820470920240104,Opcional / Opcional,No disponible,Estándar,Estándar,No Disponible,Opcional,Estándar,Estándar / No Disponible,Estándar,"No Disponible ",No Disponible,Estándar,4518000.00,No disponible,Estándar,"21"" Aluminio, Opcional 21x11.5"" Aluminio, Opcional 21x12.0"" Aluminio",null,4,Dos,null,Estándar / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Porsche Stability Management (PSM), Estándar ",null,650,Estándar / Estándar,"Opcional ",No disponible,No disponible,Estándar,Estándar,4x4,Opcional Visualización De Guía,"Opcional Piel, Opcional Cuero Premium, Opcional Alcantara",No disponible,No disponible,Estándar,No Disponible / No Disponible,Automático,"Led Porsche Dynamic Light System Plus (PDLS Plus), Opcional Led ","20"" Aluminio, Opcional 20x9.0"" Aluminio, Opcional 20x9.5"" Aluminio","No Disponible ",No Disponible,No disponible,3.7L Horizontal6,No Disponible / No Disponible,"Opcional ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,Opcional,"Opcional ",4535,Gasolina Premium,No Disponible
Porsche,911,Turbo PDK,2024,Porsche 911 Turbo PDK,Convertible,Automático,2,No disponible,4WD,3988000.0,/SSCMEX/PORSCHE/911/2024/2CO-4.JPG,820470820240104,Opcional / Opcional,No disponible,Estándar,Estándar,No Disponible,Opcional,Estándar,Estándar / No Disponible,Estándar,"No Disponible ",No Disponible,Estándar,3988000.00,No disponible,Estándar,"21"" Aluminio, Opcional 21x11.5"" Aluminio, Opcional 21x12.0"" Aluminio",null,4,Dos,null,Estándar / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Porsche Stability Management (PSM), Estándar ",null,580,Estándar / Estándar,"Opcional ",No disponible,No disponible,Estándar,Estándar,4x4,Opcional Visualización De Guía,"Opcional Alcantara, Opcional Piel, Opcional Cuero Premium",No disponible,No disponible,Estándar,No Disponible / No Disponible,Automático,"Led Porsche Dynamic Light System Plus (PDLS Plus), Opcional Led ","20"" Aluminio, Opcional 20x9.0"" Aluminio, Opcional 20x9.5"" Aluminio","No Disponible ",No Disponible,No disponible,3.7L Horizontal6,No Disponible / No Disponible,"Opcional ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,Opcional,"Opcional ",4535,Gasolina Premium,No Disponible
Porsche,911,Targa 4S PDK,2024,Porsche 911 Targa 4S PDK,Targa,Automático,2,No disponible,4WD,2948000.0,/SSCMEX/PORSCHE/911/2024/2TA-4.JPG,820470720240104,Opcional / Opcional,No disponible,Estándar,Estándar,No Disponible,No Disponible,Estándar,Estándar / No Disponible,Estándar,"No Disponible ",No Disponible,Estándar,2948000.00,No disponible,No Disponible,"21"" Aluminio, Opcional 21x11.5"" Aluminio",null,4,Dos,null,Estándar / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Porsche Stability Management (PSM), Estándar ",null,450,Estándar / Estándar,"Opcional ",No disponible,No disponible,Estándar,Estándar,4x4,Opcional Visualización De Guía,"Opcional Alcantara, Opcional Piel, Opcional Cuero Premium",No disponible,No disponible,Estándar,No Disponible / No Disponible,Automático,"Led Porsche Dynamic Light System Plus (PDLS Plus), Opcional Led ","20"" Aluminio, Opcional 20x8.5"" Aluminio","No Disponible ",No Disponible,No disponible,3.0L Horizontal6,No Disponible / No Disponible,"Opcional ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,Opcional,"Opcional ",4519,Gasolina Premium,No Disponible
Porsche,911,4.0 GT3,2024,Porsche 911 4.0 GT3,Coupe,Automático,2,No disponible,RWD,3628000.0,/SSCMEX/PORSCHE/911/2024/2CO.JPG,826837420240104,No Disponible / No Disponible,No disponible,Estándar,Estándar,No Disponible,No Disponible,Estándar,Estándar / No Disponible,Estándar,"No Disponible ",No Disponible,Estándar,3628000.00,No disponible,No Disponible,"21"" Aluminio",null,2,Dos,null,Estándar / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Porsche Stability Management (PSM), Estándar ",null,510,Estándar / Estándar,"No Disponible ",No disponible,No disponible,Estándar,Estándar,trasera,"Visualización De Guía, Estándar ","Opcional Alcantara, Opcional Piel",No disponible,No disponible,Estándar,No Disponible / No Disponible,"Automático, Opcional Manual","Led Porsche Dynamic Light System (PDLS), Opcional Led ","20"" Aluminio","No Disponible ",No Disponible,No disponible,4.0L Horizontal6,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,No Disponible,"Estándar ",4573,Gasolina Premium,No Disponible
Porsche,911,4 GTS,2024,Porsche 911 4 GTS,Coupe,Automático,2,No disponible,4WD,3028000.0,/SSCMEX/PORSCHE/911/2024/2CO-4.JPG,828941320240104,Opcional / Opcional,No disponible,Estándar,Estándar,No Disponible,Opcional,Estándar,Estándar / No Disponible,Estándar,"No Disponible ",No Disponible,Estándar,3028000.00,No disponible,Estándar,"21"" Aluminio, Opcional 21x11.5"" Aluminio",null,4,Dos,null,Estándar / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Porsche Stability Management (PSM), Estándar ",null,480,Estándar / Estándar,"Opcional ",No disponible,No disponible,Estándar,Estándar,4x4,Opcional Visualización De Guía,"Opcional Alcantara, Opcional Cuero Premium, Opcional Piel",No disponible,No disponible,Estándar,No Disponible / No Disponible,Automático,"Led Porsche Dynamic Light System Plus (PDLS Plus), Opcional Led ","20"" Aluminio, Opcional 20x8.5"" Aluminio","No Disponible ",No Disponible,No disponible,3.0L Horizontal6,No Disponible / No Disponible,"Opcional ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,Opcional,"Opcional ",4533,Gasolina Premium,No Disponible
Porsche,911,GTS Coupe,2024,Porsche 911 GTS Coupe,Coupe,Automático,2,No disponible,RWD,2928000.0,/SSCMEX/PORSCHE/911/2024/2CO.JPG,828941420240104,Opcional / Opcional,No disponible,Estándar,Estándar,No Disponible,Opcional,Estándar,Estándar / No Disponible,Estándar,"No Disponible ",No Disponible,Estándar,2928000.00,No disponible,Estándar,"21"" Aluminio, Opcional 21x11.5"" Aluminio",null,4,Dos,null,Estándar / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Porsche Stability Management (PSM), Estándar ",null,480,Estándar / Estándar,"Opcional ",No disponible,No disponible,Estándar,Estándar,trasera,Opcional Visualización De Guía,"Opcional Piel, Opcional Alcantara, Opcional Cuero Premium",No disponible,No disponible,Estándar,No Disponible / No Disponible,Automático,"Led Porsche Dynamic Light System Plus (PDLS Plus), Opcional Led ","20"" Aluminio, Opcional 20x8.5"" Aluminio","Estándar ",No Disponible,No disponible,3.0L Horizontal6,No Disponible / No Disponible,"Opcional ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,Opcional,"Opcional ",4533,Gasolina Premium,No Disponible
